idx,gcp_service_id,gcp_service,gcp_total_cost,month,service_id,service,metamist_total_cost,diff
Cloud SQL|202110|9662-B51E-5089,9662-B51E-5089,Cloud SQL,215.22707800000043,202110,9662-B51E-5089,Cloud SQL,118.08699599999974,-97.14008200000069
Cloud SQL|202110|seqr,0,0,0.0,202110,seqr,Cloud SQL,194.28016399999973,194.28016399999973
Cloud SQL|202111|9662-B51E-5089,9662-B51E-5089,Cloud SQL,201.1341530000001,202111,9662-B51E-5089,Cloud SQL,110.44806900000017,-90.68608399999994
Cloud SQL|202111|seqr,0,0,0.0,202111,seqr,Cloud SQL,181.37216800000033,181.37216800000033
Cloud SQL|202112|9662-B51E-5089,9662-B51E-5089,Cloud SQL,211.22452200000018,202112,9662-B51E-5089,Cloud SQL,115.87194900000009,-95.35257300000009
Cloud SQL|202112|seqr,0,0,0.0,202112,seqr,Cloud SQL,190.70514600000004,190.70514600000004
Cloud Scheduler Credit|202110|seqr,0,0,0.0,202110,seqr,Cloud Scheduler Credit,0.0,0.0
Cloud Scheduler Credit|202111|seqr,0,0,0.0,202111,seqr,Cloud Scheduler Credit,-0.017148,-0.017148
Cloud Scheduler Credit|202112|seqr,0,0,0.0,202112,seqr,Cloud Scheduler Credit,-0.06996800000000002,-0.06996800000000002
Cloud Scheduler|202107|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.0,202107,1F14-4801-0E16,Cloud Scheduler,0.0,0.0
Cloud Scheduler|202108|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.0,202108,1F14-4801-0E16,Cloud Scheduler,0.0,0.0
Cloud Scheduler|202109|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.0,202109,1F14-4801-0E16,Cloud Scheduler,0.0,0.0
Cloud Scheduler|202110|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.0,202110,1F14-4801-0E16,Cloud Scheduler,0.0,0.0
Cloud Scheduler|202110|seqr,0,0,0.0,202110,seqr,Cloud Scheduler,0.0,0.0
Cloud Scheduler|202111|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.030008,202111,1F14-4801-0E16,Cloud Scheduler,0.01286,-0.017148
Cloud Scheduler|202111|seqr,0,0,0.0,202111,seqr,Cloud Scheduler,0.034296,0.034296
Cloud Scheduler|202112|1F14-4801-0E16,1F14-4801-0E16,Cloud Scheduler,0.13556300000000002,202112,1F14-4801-0E16,Cloud Scheduler,0.06559500000000001,-0.069968
Cloud Scheduler|202112|seqr,0,0,0.0,202112,seqr,Cloud Scheduler,0.13993600000000003,0.13993600000000003
Cloud Storage Credit|202108|seqr,0,0,0.0,202108,seqr,Cloud Storage Credit,-13.159267000000002,-13.159267000000002
Cloud Storage Credit|202109|seqr,0,0,0.0,202109,seqr,Cloud Storage Credit,-93.120271,-93.120271
Cloud Storage Credit|202110|seqr,0,0,0.0,202110,seqr,Cloud Storage Credit,-197.65369900000002,-197.65369900000002
Cloud Storage Credit|202111|seqr,0,0,0.0,202111,seqr,Cloud Storage Credit,-127.47074599999999,-127.47074599999999
Cloud Storage Credit|202112|seqr,0,0,0.0,202112,seqr,Cloud Storage Credit,-74.507122,-74.507122
Cloud Storage|202107|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,1317.412237,202107,95FF-2EF5-5EA1,Cloud Storage,1310.5822129999992,-6.830024000000776
Cloud Storage|202108|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,2371.816002999999,202108,95FF-2EF5-5EA1,Cloud Storage,2358.6586019999995,-13.157400999999481
Cloud Storage|202108|seqr,0,0,0.0,202108,seqr,Cloud Storage,26.318534,26.318534
Cloud Storage|202109|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,6449.718442999999,202109,95FF-2EF5-5EA1,Cloud Storage,6356.600061999999,-93.11838100000023
Cloud Storage|202109|seqr,0,0,0.0,202109,seqr,Cloud Storage,186.240542,186.240542
Cloud Storage|202110|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,14486.428228,202110,95FF-2EF5-5EA1,Cloud Storage,14288.777448000003,-197.65077999999812
Cloud Storage|202110|seqr,0,0,0.0,202110,seqr,Cloud Storage,395.3073980000001,395.3073980000001
Cloud Storage|202111|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,19522.935539,202111,95FF-2EF5-5EA1,Cloud Storage,19395.466853,-127.46868599999652
Cloud Storage|202111|seqr,0,0,0.0,202111,seqr,Cloud Storage,254.94149199999998,254.94149199999998
Cloud Storage|202112|95FF-2EF5-5EA1,95FF-2EF5-5EA1,Cloud Storage,25089.525401000006,202112,95FF-2EF5-5EA1,Cloud Storage,25015.020170000003,-74.50523100000282
Cloud Storage|202112|seqr,0,0,0.0,202112,seqr,Cloud Storage,149.01424400000002,149.01424400000002
Compute Engine Credit|202108|seqr,0,0,0.0,202108,seqr,Compute Engine Credit,-3.8294039999999994,-3.8294039999999994
Compute Engine Credit|202109|seqr,0,0,0.0,202109,seqr,Compute Engine Credit,-322.1956270000003,-322.1956270000003
Compute Engine Credit|202110|seqr,0,0,0.0,202110,seqr,Compute Engine Credit,-1181.6530049999994,-1181.6530049999994
Compute Engine Credit|202111|seqr,0,0,0.0,202111,seqr,Compute Engine Credit,-624.2514090000001,-624.2514090000001
Compute Engine Credit|202112|seqr,0,0,0.0,202112,seqr,Compute Engine Credit,-284.6948420000002,-284.6948420000002
Compute Engine|202107|6F81-5844-456A,6F81-5844-456A,Compute Engine,4516.530964999983,202107,6F81-5844-456A,Compute Engine,4500.222540999983,-16.30842399999983
Compute Engine|202108|6F81-5844-456A,6F81-5844-456A,Compute Engine,8054.039991999978,202108,6F81-5844-456A,Compute Engine,8050.210588000005,-3.829403999972783
Compute Engine|202108|seqr,0,0,0.0,202108,seqr,Compute Engine,7.658807999999999,7.658807999999999
Compute Engine|202109|6F81-5844-456A,6F81-5844-456A,Compute Engine,6006.033904999988,202109,6F81-5844-456A,Compute Engine,5683.838277999975,-322.1956270000137
Compute Engine|202109|seqr,0,0,0.0,202109,seqr,Compute Engine,644.3912539999999,644.3912539999999
Compute Engine|202110|6F81-5844-456A,6F81-5844-456A,Compute Engine,8174.589229000004,202110,6F81-5844-456A,Compute Engine,6992.936224000073,-1181.653004999931
Compute Engine|202110|seqr,0,0,0.0,202110,seqr,Compute Engine,2363.30601,2363.30601
Compute Engine|202111|6F81-5844-456A,6F81-5844-456A,Compute Engine,5611.789397000029,202111,6F81-5844-456A,Compute Engine,4987.5379879999755,-624.2514090000532
Compute Engine|202111|seqr,0,0,0.0,202111,seqr,Compute Engine,1248.5028179999983,1248.5028179999983
Compute Engine|202112|6F81-5844-456A,6F81-5844-456A,Compute Engine,9749.202903999978,202112,6F81-5844-456A,Compute Engine,9464.50806200003,-284.69484199994804
Compute Engine|202112|seqr,0,0,0.0,202112,seqr,Compute Engine,569.3896840000007,569.3896840000007
Elastic Cloud (managed Elasticsearch Service) Credit|202108|seqr,0,0,0.0,202108,seqr,Elastic Cloud (managed Elasticsearch Service) Credit,-5.577496,-5.577496
Elastic Cloud (managed Elasticsearch Service) Credit|202109|seqr,0,0,0.0,202109,seqr,Elastic Cloud (managed Elasticsearch Service) Credit,-521.828493,-521.828493
Elastic Cloud (managed Elasticsearch Service) Credit|202110|seqr,0,0,0.0,202110,seqr,Elastic Cloud (managed Elasticsearch Service) Credit,-1125.2660200000003,-1125.2660200000003
Elastic Cloud (managed Elasticsearch Service) Credit|202111|seqr,0,0,0.0,202111,seqr,Elastic Cloud (managed Elasticsearch Service) Credit,-1051.0107449999998,-1051.0107449999998
Elastic Cloud (managed Elasticsearch Service) Credit|202112|seqr,0,0,0.0,202112,seqr,Elastic Cloud (managed Elasticsearch Service) Credit,-1706.3926260000003,-1706.3926260000003
Elastic Cloud (managed Elasticsearch Service)|202107|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),247.96733299999997,202107,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),230.51504,-17.45229299999997
Elastic Cloud (managed Elasticsearch Service)|202108|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),299.49306,202108,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),293.9155640000001,-5.57749599999994
Elastic Cloud (managed Elasticsearch Service)|202108|seqr,0,0,0.0,202108,seqr,Elastic Cloud (managed Elasticsearch Service),11.154992,11.154992
Elastic Cloud (managed Elasticsearch Service)|202109|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),521.8284930000001,0,0,0,0.0,-521.8284930000001
Elastic Cloud (managed Elasticsearch Service)|202109|seqr,0,0,0.0,202109,seqr,Elastic Cloud (managed Elasticsearch Service),1043.656986,1043.656986
Elastic Cloud (managed Elasticsearch Service)|202110|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),1125.2660200000003,0,0,0,0.0,-1125.2660200000003
Elastic Cloud (managed Elasticsearch Service)|202110|seqr,0,0,0.0,202110,seqr,Elastic Cloud (managed Elasticsearch Service),2250.532039999999,2250.532039999999
Elastic Cloud (managed Elasticsearch Service)|202111|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),1051.010745,0,0,0,0.0,-1051.010745
Elastic Cloud (managed Elasticsearch Service)|202111|seqr,0,0,0.0,202111,seqr,Elastic Cloud (managed Elasticsearch Service),2102.021489999999,2102.021489999999
Elastic Cloud (managed Elasticsearch Service)|202112|B6AD-002A-7048,B6AD-002A-7048,Elastic Cloud (managed Elasticsearch Service),1706.392626,0,0,0,0.0,-1706.392626
Elastic Cloud (managed Elasticsearch Service)|202112|seqr,0,0,0.0,202112,seqr,Elastic Cloud (managed Elasticsearch Service),3412.7852519999988,3412.7852519999988
Google Click to Deploy Deep Learning VM|202107|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202107,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Google Click to Deploy Deep Learning VM|202108|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202108,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Google Click to Deploy Deep Learning VM|202109|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202109,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Google Click to Deploy Deep Learning VM|202110|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202110,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Google Click to Deploy Deep Learning VM|202111|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202111,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Google Click to Deploy Deep Learning VM|202112|1394-64A3-F0C6,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,202112,1394-64A3-F0C6,Google Click to Deploy Deep Learning VM,0.0,0.0
Hail compute Credit|202107|hail,0,0,0.0,202107,hail,Hail compute Credit,-0.002555421042403692,-0.002555421042403692
Hail compute Credit|202108|hail,0,0,0.0,202108,hail,Hail compute Credit,-68.37977463822388,-68.37977463822388
Hail compute Credit|202109|hail,0,0,0.0,202109,hail,Hail compute Credit,-136.30849694152465,-136.30849694152465
Hail compute Credit|202110|hail,0,0,0.0,202110,hail,Hail compute Credit,-91.47575654129858,-91.47575654129858
Hail compute Credit|202111|hail,0,0,0.0,202111,hail,Hail compute Credit,-54.679430578863006,-54.679430578863006
Hail compute Credit|202112|hail,0,0,0.0,202112,hail,Hail compute Credit,-1588.2081549624477,-1588.2081549624477
Hail compute|202107|hail,0,0,0.0,202107,hail,Hail compute,0.002555421042403692,0.002555421042403692
Hail compute|202108|hail,0,0,0.0,202108,hail,Hail compute,68.37977463822389,68.37977463822389
Hail compute|202109|hail,0,0,0.0,202109,hail,Hail compute,136.30849694152468,136.30849694152468
Hail compute|202110|hail,0,0,0.0,202110,hail,Hail compute,91.47575654129855,91.47575654129855
Hail compute|202111|hail,0,0,0.0,202111,hail,Hail compute,54.679430578863006,54.679430578863006
Hail compute|202112|hail,0,0,0.0,202112,hail,Hail compute,1588.208154962447,1588.208154962447
Invoice Credit|202108|seqr,0,0,0.0,202108,seqr,Invoice Credit,-114.390221,-114.390221
Invoice Credit|202109|seqr,0,0,0.0,202109,seqr,Invoice Credit,-111.596841,-111.596841
Invoice Credit|202110|seqr,0,0,0.0,202110,seqr,Invoice Credit,-268.134815,-268.134815
Invoice Credit|202111|seqr,0,0,0.0,202111,seqr,Invoice Credit,-196.51183400000002,-196.51183400000002
Invoice Credit|202112|seqr,0,0,0.0,202112,seqr,Invoice Credit,-230.373167,-230.373167
Invoice|202107|A656-35D2-EF7F,A656-35D2-EF7F,Invoice,695.7282720000002,202107,A656-35D2-EF7F,Invoice,695.7289300000001,0.0006579999999303254
Invoice|202108|A656-35D2-EF7F,A656-35D2-EF7F,Invoice,1144.16141,202108,A656-35D2-EF7F,Invoice,1029.771375,-114.3900349999999
Invoice|202108|seqr,0,0,0.0,202108,seqr,Invoice,228.780442,228.780442
